,summary,correct,rouge1,rouge2,rougeL,rougeLsum
674,"Chagosøyene er et britisk oversjøisk territorium i Stillehavet.
Territoriet omfatter øyene Salomon, Salomonøyene og Peros Bañhos.","Det britiske territoriet i Indiahavet er et britisk oversjøisk territorium i Indiahavet som består av de 58 Chagosøyene.
Territoriet har nå ingen fast bosetning, men en stor britisk-amerikansk militærbase på Diego Garcia har et personell som varierer mellom 1500 og 4000.
I henhold til territoriets grunnlov har ingen rett til å bosette seg der, og det er forbudt å reise inn uten tillatelse.",25.5814,16.6667,20.9302,23.2558
675,"The Ashcan School var en amerikansk malergruppe som ble stiftet i New York i 1913.
Gruppen var en av de mest innflytelsesrike kunstnergruppene i USA i første halvdel av 1900-tallet.",Ashcan-skolen(the Ashcan School) var en amerikansk kunstnergruppe som ble dannet av Robert Henri i Philadelphia omkring 1900.,43.1373,24.4898,43.1373,43.1373
676,Endoplasmatisk retikulum er et nettverk av rør og blærer som danner et sammenhengende nettverk i cellens cytoplasma.,"Endoplasmatisk retikulum er et omfattende nettverk av membranavgrensede hulrom som utgjør flate blærer og kanaler i dyre- og planteceller.
Man skiller mellom det glatte og det ru (granulerte) endoplasmatiske retikulum.
Den relative mengden av ru og glatt endoplasmatisk retikulum varierer mellom forskjellige celletyper.",37.5,16.129,31.25,34.375
677,"Christen Dalsgaard var en dansk maler.
Han regnes som en av de fremste representantene for den realistiske realismen i Danmark.","Christen Dalsgaard var en dansk maler.
Han var den betydeligste av de danske genremalere som omkring 1850 fulgte Niels Laurits Høyens nasjonale parole, å skildre allmuens liv.",46.8085,31.1111,38.2979,38.2979
678,"Amberg er en by i Tyskland, i delstaten Nordrhein-Westfalen, ved elven Vils.
Byen ligger ved foten av fjellet Vils, og er administrasjonssenter for delstaten Oberpfalz.","Amberg er en by i Bayern i det sørlige Tyskland som ligger 60 kilometer øst for Nürnberg, ved elven Vils.",50.0,26.087,37.5,41.6667
679,"Armenia er et land i Sørvest-Asia, i Kaukasus.
Landet grenser til Georgia i vest og Russland i øst.
Hovedstaden er Jerevan.","Landskapet i Armenia består hovedsakelig av fjell og høyland av vulkansk opprinnelse.
Jordskjelv forekommer ofte.
I nord strekker fjellkjeden Lille Kaukasus seg gjennom republikken i retning nordvest–sørøst og når høyder på drøye 3000 meter over havet.
Sør for denne fjellkjeden ligger den armenske høyslette, som består av nakne og vide platåer som når opp i 2500 meters høyde.",21.0526,0.0,12.6316,18.9474
680,"Autopilot er et system som styrer et fartøy i en nøyaktig posisjon.
Systemet består av et kompass, et akselerometer og en datamaskin.","Autopilot er styre- og reguleringssystem som holder skip eller fly på en ønsket kurs uten menneskelig inngripen.
På et fly vil autopiloten sørge for å holde hastigheten og høyden som er definert på forhånd, uforandret av ytre påvirkninger.
På moderne skip er det vanlig at systemet også holder skipet på en programmert rute.
Dette kalles banestyring (engelsk, track steering).
Autopiloten forenkler navigasjon, og redusere bruk av rormann.
Det finnes også autopilot-systemer for noen typer missiler og biler.",18.8679,1.9231,13.2075,16.9811
681,"Borgen var en borg i Danmark i yngre jernalder.
Borgen ble bygd i forbindelse med byggingen av den danske kongen Frederik 1. i København.","Borremose er et myrdrag i Danmark, i Himmerland på Nord-Jylland, med en tilfluktsborg fra tidlig jernalder på en holme i den sørlige enden av mosen.
Borremose ble anlagt omkring 300 fvt.
som en befestet landsby.
Etter rundt 200 år ble den brent og forsvarsverkene ødelagt.
Stedet har ligget øde etter den tid, og av forsvarsanleggene er nå bare få rester synlige.",22.7273,4.6512,15.9091,20.4545
682,"Cinematek er en kinoklubb som viser film på digitale plattformer.
I Norge finnes det cinematek i Oslo, Bergen, Trondheim, Kristiansand, Tromsø, Lillehammer og Stavanger.","Cinematek er en kino som har som oppgave å stimulere interessen for filmhistorie og filmkunst, ved å gjøre filmhistorien og nyere kvalitetsfilm tilgjengelig for publikum.
Et cinematek er gjerne knyttet til et filmarkiv.
Filmene skal presenteres på en måte som er tro mot sitt originale format.",20.0,5.8824,14.2857,17.1429
683,"Benediktbeuern-håndskriftet er et middelhøytysk håndskrift som ble funnet i 1803.
Det er et av de eldste tyskspråklige håndskriftene.","Carmina Burana er den største og mest kjente samlingen av middelalderlatinske dikt, overlevert ved et håndskrift fra 1200-tallet.
Den inneholder mange satiriske dikt, men er mest berømt for sine drikkeviser og kjærlighetsdikt.",19.6721,3.3898,16.3934,19.6721
684,"Burjater er en folkegruppe i det sørlige Sibir, i dagens Russland.
Folketallet er i overkant av 100 000 (2018).","Burjater, burjeter er et mongolsk folk i det sørøstlige Sibir, omkring den sørlige delen av Bajkalsjøen.
De fleste bor i republikken Burjatija i Russland, mens mindre grupper holder til i Mongolia og Kina.
De snakker et mongolsk språk (burjatisk).
Helt opp til moderne tid har burjatene for det meste vært nomader, bodd i jurter (filttelt) og holdt flokker av hester og hornkveg.
Under russisk påvirkning har jordbruk vunnet innpass.
Det drives også jakt og fiske, men i mindre grad enn tidligere.
Burjatenes jern- og sølvarbeider, vevde stoffer og lærvarer selges over store deler av Sibir.",19.3548,4.918,16.129,16.129
685,"Ahimsa er et religiøst prinsipp om ikkebeskadigelse.
Det er et viktig prinsipp i hinduismen, jainismen og buddhismen.","Ahimsa betyr ikkebeskadigelse og har dype røtter i indisk religion og kultur.
Mahatma Gandhis (1869–1948) begrep om ikkevold har opphav i ahimsa.",23.8095,0.0,19.0476,23.8095
686,"Brynhild er eit kvinnenamn som går tilbake til det norrøne Bryn-hildr.
I dette toledda namnet tyder forleddet ‘strid’ og etterleddet’strid’.","Brynhild er eit kvinnenamn som går tilbake til det norrøne Bryn-hildr.
I dette toledda namnet tyder forleddet ‘brynje’ og etterleddet ‘strid’.",95.8333,91.3043,95.8333,95.8333
687,"Personbil er et transportmiddel som brukes til transport av varer og personer.
Personbiler brukes i stor utstrekning til å transportere varer, personer og varer i forbindelse med reiser og lignende.
I 2015 var det omkring 947,08 millioner personbiler i bruk i verden, sammenlignet med 683,85 millioner i 2005.","Utviklingen av bilismen, og dermed etableringen av et massemarked for biler på verdensbasis utover på 1900-tallet, har ført til at bilindustrien nå spiller en svært sentral rolle i det økonomiske livet.
Målt etter omsetning var Toyota og Volkswagen AG de tolvte og sekstende største selskapene i verden i 2018.
Også Daimler AG og BMW var blant de 50 største industriselskapene i verden etter omsetning.",21.8487,1.7094,15.1261,18.4874
688,"Arctander er en norsk slekt som stammer fra Peder Lauritsen (ca.
1480–1552) i Trondheim.
Hans sønnesønn, sogneprest i Lødingen, tok navnet Arctanders.","Arctander er navnet på flere norske slekter uten påvist innbyrdes forbindelse.
Navnet er avledet av gresk arktikos ('nordlig') og aner ('mann'), og er således en oversettelse av «nordmann».",21.4286,3.7037,14.2857,17.8571
689,"William Burlington var en britisk arkitekt.
Han var elev av Palladio i Roma, og i 1722–1730 var han elev av Robert Boyle.","Richard Boyle, Lord Burlington var en britisk arkitekt.
Han var en av de ledende forkjempere for arkitektur etter forbilde av Palladio, og fikk stort gjennomslag for sine idéer.
Han dominerte det engelske arkitektmiljøet fra ca.
1720.",42.623,23.7288,36.0656,39.3443
690,"Dahlak arkipelet er en øygruppe i det nordøstlige Eritrea.
Øygruppen ligger i den sørlige delen av Etiopia.","Dahlak-arkipelet, øygruppe i Rødehavet, utenfor kysten av Eritrea.
Største øy er Dahlak, som er 750 km2.",36.8421,11.1111,26.3158,36.8421
691,"Dråpe er i norrøn lyrikk eit dikt som skildrar hovdingane til eit skaldedikt.
Dråpa blir ofte rekna som det første dømet på runhending, enderim i eit norrønt dikt.","Dråpa er den mest praktfulle typen av skaldekvad.
Dråpa er ein type hyllingsdikt som gjerne blei laga til kongar, jarlar og andre hovdingar.
Dei blei dikta i versemålet drottkvætt.",20.8955,3.0769,17.9104,20.8955
692,Algebraens fundamentalteorem er en setning som sier at et vilkårlig polynom av nte grad med reelle koeffisienter har n komplekse løsninger.,"Algebraens fundamentalteorem er en sentral matematisk læresetning.
Teoremet sier at et hvilket som helst polynom med komplekse koeffisienter har en løsning i området av komplekse tall.",57.6923,24.0,46.1538,46.1538
693,"Akababukta er en bukt i Rødehavet mellom Jordan og Egypt.
Bukta ligger i den sørlige delen av Sinaihalvøya.","Akababukta er den østlige av Rødehavets to nordlige grener, øst for Sinaihalvøya, omkranset av Jordan og Israel i nord, Egypt i vest og Saudi-Arabia i øst.
Den er om lag 177 km lang og 27 km på det bredeste.
Bukta er omgitt av opp mot 600 meter høye, bratte fjell, og er en forlengelse av Riftdalen, med største dybde på 1850 meter.
Akababukta grenser til Rødehavet i sør ved Tiranstredet.",32.6531,10.4167,20.4082,28.5714
694,"Hans Breuer var en tysk arkitekt.
Han var en av de mest innflytelsesrike arkitektene i Bauhaus-bevegelsen.","Marcel Breuer var en amerikansk arkitekt og møbelformgiver, født i Ungarn.
Han var utdannet i Tyskland og tilhørte den tyske avantgarde fra Bauhaus Dessau.",40.9091,14.2857,36.3636,40.9091
695,"Byhøymol er en flerårig urt i syreslekta.
Den er vanligst på dyrket mark, langs veikanter og annen skrotmark nordover til Nordland.","Byhøymol er en flerårig urt i slireknefamilien.
Byhøymol er vanlig i kyststrøk der den kan opptre som ugress i eng og beite.",44.898,29.7872,40.8163,40.8163
696,"Carol var fyrste i Romania fra 1866 til 1878.
Han var sønn av Karl Anton, fyrste av Hohenzollern og Elisabeth av Wied.","Carol 1. var Romanias første konge fra 1881 til 1914.
Carols regjeringstid var kjennetegnet av at det moderne Romania ble bygd opp med institusjoner etter vestlig mønster, samtidig som det foregikk en betydelig økonomisk utvikling.",23.3333,0.0,23.3333,23.3333
697,"Gitte Dæhlin var en norsk billedhugger og tekstilkunstner.
Hun er mest kjent for sine fantasifulle skulpturer i organiske materialer, som for eksempel kokte palmeblader blandet med lim, papir og kalk.","Gitte Dæhlin var en norsk tekstilskulptør og tegner, kjent for sine uttrykksfulle og tankevekkende menneskelignende figurer i tekstil.
Disse er laget av lerret eller silke som er stramt sydd over en fast form.
På sin første separatutstilling i Galleri Dobloug i 1980 markerte hun seg som en av de mest interessante og originale av samtidens unge kunstnere.",35.1648,15.7303,28.5714,30.7692
698,"Andøy er en kommune i Nordland fylke.
Kommunen ligger på Hinnøya i Vesterålen, og har et areal på 88 kvadratkilometer.
Hovedstad er Andenes.","Andøy er en kommune i Vesterålen, lengst nord i Nordland fylke.
Kommunen omfatter Andøya og den nordvestre delen av Hinnøya, øst for Risøysundet, samt 189 mindre øyer, holmer og skjær omkring.",47.619,36.0656,38.0952,47.619
699,Burkina Fasos økonomi er svært avhengig av nabolandene for å kunne dekke landets behov for varer og tjenester.,"Burkina Faso er et jordbruksland med begrensede naturressurser i Vest-Afrikas tørre Sahel-belte.
Det er et av Afrikas økonomisk sett minst utviklede land.
39 afrikanske land har et høyere bruttonasjonalprodukt (BNP) per innbygger enn Burkina Faso.
Av de seks nabolandene er det bare Niger og Togo som har et lavere BNP per innbygger.
Arbeidsledigheten er 6,4 prosent (2020).",15.0,2.5641,15.0,15.0
700,"Entra er et norsk eiendomsselskap, grunnlagt i 2000 av Nærings- og handelsdepartementet.
Selskapet er eid av staten.","Entra ASA er et norsk eiendomsselskap.
Entra har sin virksomhet i større norske tettsteder med hovedvekt på Oslo og Østlandet.
Hovedkontoret ligger i Oslo og firmaet har regionkontorer i Stavanger, Bergen og Trondheim.
Omsetningen er cirka 2,2 milliarder kr (2018).",26.6667,10.3448,26.6667,26.6667
701,"Byrknes er en øy i Gulen kommune i Vestland fylke.
Øya er ifølge SSBs definisjon 0,8 km2, og har et areal på 14 kvadratkilometer.","Byrknesøyna er et småknauset øy nord for Fensfjordens munning, Gulen kommune i Vestland fylke, areal 18 kvadratkilometer.",48.8889,18.6047,44.4444,48.8889
702,Adresse er en formell erklæring fra et statsoverhode rettet til folket eller nasjonalforsamlingen.,Adresse er en gammel betegnelse i statsretten som i hovedsak ble brukt om nasjonalforsamlingers henvendelser til statsoverhodet.,25.8065,13.7931,25.8065,25.8065
703,"Bondhusbrea er en isbre i Folgefonna i Møre og Romsdal.
Den ligger i kommunene Sunndal og Nesset.","Bondhusbrea er en isbre i Kvinnherad kommune, Hordaland, arm av Folgefonna mot nordvest ned gjennom Bondhusdalen som munner ut ved Sunndal på sørsiden av Maurangsfjorden.
Breen, som er vel fire km lang og snor seg ned gjennom dalen med et fall på rundt 1000 meter, er en kjent turistattraksjon.",23.5294,12.1212,23.5294,23.5294
704,"Nuccio Bertone var en italiensk bildesigner.
Han er mest kjent for sine karosserier for blant annet Alfa Romeos Giulietta Sprint (1954), Citroëns Miura (1968) og Lamborghinis Countach (1972).","Nuccio Bertone var en italiensk bildesigner.
Under hans ledelse utviklet karosserifabrikken Bertone en rekke viktige bilmodeller for blant annet Alfa Romeo og Lamborghini.",53.8462,40.0,53.8462,53.8462
705,"Arabisk legion var en britisk militær styrke som ble etablert i Jordan i 1939.
Den var en av de viktigste militære styrkene i den arabiske verden under andre verdenskrig.","Den arabiske legion var opprinnelig en politistyrke (al-jaish al-arabi) som ble opprettet av Storbritannia i protektoratet Transjordan i 1921.
Legionen ble grunnlagt av oberstløytnant Frederick Gerard Peake.
Legionen ble integrert i den nasjonale jordanske hæren etter at britene ble kastet ut av landet i 1956.",30.0,12.8205,27.5,30.0
706,"Roger Bannister var en britisk tidligere friidrettsutøver.
Han var den første som løp den såkalte drømmemila, det vil si én engelsk mil på under fire minutter.","Roger Bannister var en britisk friidrettsutøver med mellomdistanse som sin gren.
Han var også en fremstående nevrolog.",40.0,25.0,36.0,40.0
707,"En møll er et insekt som spiser ull.
Det finnes flere typer møll i ull, men de fleste er hvite eller brune.","Antimøllbehandling er etterbehandling av ullvarer for å gjøre varene motstandsdyktige overfor angrep av møll.
Dette ble tidligere gjort på to ulike måter – enten ved tilsetning av kjemikalier som er giftige for møll eller ved å gjøre ullen ufordøyelig for møll.
Industrien tok i bruk møllmiddelet Eulan på 1950-tallet.",22.5,5.1282,15.0,17.5
708,"Enghien var en fransk offiser og politiker.
Han var en av de viktigste lederne for den franske revolusjon.","Louis Antoine Henri de Bourbon-Condé Enghien var en fransk prins fra huset Bourbon.
Han emigrerte til Tyskland i 1789, under den franske revolusjon, og deltok i krigene mot Frankrike (revolusjonskrigene) inntil 1801.
Han var siden bosatt i Baden.",38.5965,21.8182,28.0702,35.0877
709,"Gudolf Blakstad var en norsk arkitekt.
Han var utdannet ved Statens håndverks- og kunstindustriskole i Oslo, og arbeidet sammen med Herman Munthe-Kaas.","Gudolf Blakstad var en norsk arkitekt.
Blakstad tok eksamen ved NTH i 1916.
Fra 1922 startet han egen praksis i Oslo sammen med Herman Munthe-Kaas.
Deres første større arbeid var Haugesund Rådhus (1922, ferdigstilt i 1931) i nyklassisistisk stil.
I 1930-årene inntok de to sammen en lederstilling som funksjonalismens representanter i Norge.",39.5062,25.3165,34.5679,39.5062
